,Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
83835,67,Female,Houston,11,97.3,185,1
83838,68,Female,New York,2,74.87,197,1
83839,66,Female,Los Angeles,13,54.05,168,1
83847,67,Female,Los Angeles,16,72.13,319,1
83849,67,Male,Houston,11,55.84,74,0
83863,67,Female,Miami,20,47.09,355,0
83877,66,Male,Miami,22,44.79,490,1
83885,70,Female,Chicago,8,90.61,296,1
83901,70,Male,Houston,4,64.08,313,0
83915,67,Female,Houston,19,95.0,130,1
83934,65,Female,New York,23,93.55,313,0
83942,68,Male,New York,13,80.92,362,0
83944,69,Male,New York,10,84.32,344,1
83952,69,Male,Miami,9,60.49,278,1
83958,66,Male,Houston,5,83.34,176,1
83962,69,Male,Chicago,10,89.24,199,0
83965,70,Male,Chicago,7,85.01,283,0
83972,65,Female,Houston,10,68.16,326,0
83982,66,Female,Los Angeles,20,87.8,472,0
84005,69,Male,Los Angeles,6,61.32,465,0
84023,70,Male,Houston,12,83.5,269,0
84031,67,Male,Houston,18,34.24,315,1
84041,70,Male,Los Angeles,14,60.46,465,0
84044,70,Male,Miami,3,71.65,368,1
84065,67,Male,Chicago,24,70.8,386,0
84068,65,Male,Chicago,20,55.29,142,0
84082,66,Female,Houston,11,35.49,305,1
84084,69,Male,New York,22,99.94,279,1
84089,67,Female,Houston,3,94.96,496,0
84099,67,Male,Miami,6,77.96,225,0
84104,67,Male,Houston,17,71.59,294,0
84108,67,Female,Miami,9,96.51,160,1
84109,67,Female,Los Angeles,14,33.78,281,1
84111,67,Male,Los Angeles,19,74.47,471,0
84112,66,Male,Miami,18,34.14,478,1
84146,70,Female,Miami,7,90.14,83,1
84150,65,Male,Miami,22,91.76,102,0
84154,69,Male,Los Angeles,8,51.79,359,0
84162,68,Female,Houston,6,77.99,416,1
84164,68,Male,Chicago,10,37.22,218,1
84170,70,Male,Miami,14,88.43,115,0
84186,70,Female,Los Angeles,4,82.79,397,1
84188,66,Female,Miami,22,95.66,149,0
84202,70,Female,Chicago,2,53.43,121,0
84208,67,Female,Houston,6,98.71,77,1
84217,69,Male,Chicago,1,45.26,451,1
84223,70,Male,New York,7,54.09,402,1
84225,65,Female,New York,21,61.23,487,1
84229,70,Female,Chicago,23,97.73,197,1
84260,68,Female,Los Angeles,14,58.7,199,1
84262,67,Male,Los Angeles,24,37.1,170,0
84267,66,Female,Miami,22,66.98,382,0
84276,66,Female,Houston,19,63.95,115,1
84299,70,Female,Miami,10,86.59,278,0
84300,66,Male,New York,19,47.18,440,0
84303,67,Male,Los Angeles,7,87.57,334,0
84313,68,Female,Los Angeles,6,58.56,186,1
84314,70,Female,Chicago,15,58.06,338,1
84339,67,Female,Chicago,3,30.51,80,1
84355,67,Female,Houston,2,43.81,133,1
84359,67,Male,Houston,7,64.93,89,1
84370,69,Male,Chicago,16,55.38,274,1
84384,67,Male,Miami,6,68.52,220,0
84397,70,Male,Miami,11,31.29,385,0
84411,68,Male,Los Angeles,23,73.21,499,1
84422,65,Female,Miami,16,71.46,473,1
84436,68,Female,New York,10,59.81,396,1
84453,69,Male,Los Angeles,5,81.65,232,1
84455,70,Female,Chicago,1,41.7,298,0
84457,70,Female,New York,6,51.41,161,0
84458,66,Female,Houston,10,89.48,63,0
84459,69,Female,Chicago,17,50.57,88,0
84487,69,Male,Chicago,18,49.82,255,1
84493,69,Male,Chicago,10,46.61,407,0
84503,65,Female,Chicago,14,56.89,301,0
84514,70,Female,Houston,12,55.98,185,0
84517,70,Male,Miami,7,78.2,66,1
84522,70,Female,Miami,21,43.52,85,1
84525,68,Female,Los Angeles,17,80.48,125,0
84528,66,Male,New York,2,52.61,186,1
84531,66,Female,New York,16,97.12,186,1
84534,66,Male,New York,24,54.79,164,0
84538,69,Female,Miami,16,96.34,311,1
84547,68,Male,New York,24,99.02,57,0
84559,69,Male,Los Angeles,11,30.6,99,0
84571,70,Male,New York,14,83.21,266,0
84572,65,Female,Chicago,19,61.23,230,0
84591,65,Male,Miami,15,44.35,374,0
84609,65,Female,Miami,11,53.82,301,1
84612,69,Female,Miami,15,72.11,405,1
84635,68,Female,Miami,18,99.64,491,1
84639,69,Female,Miami,17,36.46,263,1
84640,70,Female,Miami,16,53.4,222,1
84647,68,Female,Miami,22,81.94,111,0
84656,70,Female,New York,17,65.7,168,1
84657,68,Male,Houston,7,66.37,196,1
84661,70,Male,New York,2,33.63,223,0
84662,70,Female,Miami,16,80.65,282,1
84675,66,Female,New York,2,56.89,297,0
84678,65,Female,Miami,10,76.95,70,0
84688,70,Female,Houston,4,40.44,371,1
84691,68,Female,New York,13,52.68,392,0
84709,67,Female,Miami,16,71.16,341,1
84715,69,Female,Houston,14,78.64,327,0
84719,67,Female,Los Angeles,7,77.39,388,0
84726,66,Male,Chicago,15,97.46,106,0
84729,66,Female,Houston,19,40.15,236,0
84740,65,Male,Houston,7,96.08,69,0
84743,68,Female,Houston,7,50.28,358,0
84753,66,Male,New York,11,45.39,476,1
84757,65,Female,Miami,18,52.39,317,1
84767,67,Male,New York,22,67.56,143,1
84769,70,Female,Miami,7,89.23,415,0
84793,68,Female,Houston,15,41.81,316,1
84812,69,Male,Miami,16,89.41,342,1
84822,66,Male,Miami,16,39.69,401,1
84826,66,Male,Miami,4,53.13,167,0
84839,69,Female,Chicago,20,60.74,150,0
84860,69,Female,New York,15,62.91,252,0
84888,68,Male,Houston,4,94.6,240,1
84892,70,Female,Houston,9,80.5,132,0
84896,69,Male,New York,5,31.3,249,1
84901,67,Female,Miami,2,72.99,63,0
84903,70,Male,Chicago,6,73.51,362,1
84922,65,Female,Houston,1,68.44,192,1
84941,70,Male,Los Angeles,4,77.98,209,1
84967,67,Male,Houston,2,83.86,57,0
84971,66,Female,Miami,7,92.75,401,1
84973,69,Male,Chicago,6,34.67,103,0
84980,70,Male,New York,16,51.24,279,0
84991,70,Male,New York,16,66.66,406,1
85000,66,Female,Chicago,4,35.81,326,1
85013,70,Male,Chicago,5,72.82,373,1
85014,67,Female,New York,14,30.76,449,1
85021,69,Female,New York,10,56.43,158,0
85022,67,Female,Los Angeles,13,68.4,422,1
85027,65,Female,Los Angeles,19,93.96,498,1
85033,67,Female,Miami,10,62.17,289,0
85037,67,Female,Miami,9,78.62,255,0
85040,65,Male,Chicago,24,94.62,194,1
85054,67,Female,Miami,24,68.34,165,1
85057,66,Male,Chicago,10,77.91,105,1
85064,68,Male,Chicago,14,59.26,84,0
85080,68,Male,Chicago,22,95.66,51,0
85116,70,Male,Houston,9,96.81,207,0
85122,70,Male,Chicago,7,46.66,495,0
85132,65,Male,Houston,4,91.66,410,0
85138,70,Male,New York,22,76.87,152,0
85141,69,Female,Houston,17,57.79,98,0
85143,66,Female,Houston,17,94.92,466,0
85154,68,Male,Los Angeles,16,50.1,143,1
85169,69,Male,Miami,5,43.38,288,0
85173,69,Male,New York,17,80.2,341,0
85181,68,Female,Houston,11,67.47,471,1
85186,67,Male,Houston,18,86.84,409,0
85198,65,Male,Chicago,22,53.09,162,1
85225,70,Male,Houston,13,84.67,395,1
85239,66,Female,New York,2,31.93,105,0
85244,69,Female,New York,22,84.98,369,0
85246,66,Male,Los Angeles,12,47.33,281,0
85261,66,Female,Miami,4,44.28,334,1
85262,70,Female,New York,12,52.71,266,0
85270,68,Female,Los Angeles,1,34.51,65,0
85279,66,Female,Miami,6,64.73,289,1
85285,70,Male,New York,21,77.49,52,0
85298,65,Male,New York,16,78.95,246,1
85299,69,Female,Los Angeles,12,57.39,126,1
85362,68,Male,Miami,22,99.57,309,0
85365,67,Female,Los Angeles,13,54.84,197,0
85390,68,Female,Houston,17,82.34,473,0
85409,68,Female,Houston,16,36.83,317,1
85424,67,Female,Miami,20,69.64,126,1
85448,69,Male,Houston,6,34.39,147,0
85450,67,Female,Chicago,7,71.76,472,0
85454,68,Male,Houston,20,86.29,80,0
85478,68,Female,Miami,18,55.4,395,0
85498,66,Male,Houston,19,41.59,283,0
85508,66,Female,Chicago,2,68.38,314,1
85512,69,Female,New York,17,51.88,217,0
85513,68,Female,Chicago,17,41.75,415,0
85514,66,Female,Chicago,24,48.31,448,1
85519,66,Female,Los Angeles,19,55.43,144,0
85533,67,Male,Chicago,8,62.61,194,0
85552,69,Male,Houston,12,47.37,205,0
85555,65,Male,Chicago,10,53.03,229,0
85558,68,Male,Houston,13,99.74,123,0
85570,69,Female,Miami,17,39.75,455,0
85579,65,Male,Los Angeles,12,51.88,88,1
85581,69,Male,Houston,23,41.03,340,0
85606,70,Male,Houston,14,36.4,88,0
85628,69,Female,Los Angeles,24,92.01,423,1
85639,66,Male,Houston,22,74.75,227,0
85652,68,Male,New York,17,48.46,390,1
85676,70,Male,New York,7,46.97,357,0
85678,68,Male,Chicago,19,84.6,147,0
85713,65,Female,New York,7,73.6,409,1
85720,69,Female,New York,7,88.97,117,0
85721,68,Female,Houston,20,76.36,260,1
85723,67,Male,Chicago,20,70.13,119,0
85726,69,Male,Los Angeles,17,70.07,439,1
85727,68,Male,Miami,18,91.26,207,1
85735,67,Male,Houston,11,96.86,333,0
85746,69,Male,New York,13,46.23,52,0
85751,66,Female,Los Angeles,13,57.54,52,1
85752,69,Male,Miami,20,51.43,264,1
85776,68,Male,Houston,15,51.87,190,1
85798,68,Female,Chicago,21,66.73,452,0
85805,69,Female,Los Angeles,24,44.26,325,0
85808,67,Female,Chicago,12,91.92,341,1
85813,70,Female,Houston,9,38.92,106,1
85818,67,Male,Miami,3,60.32,325,0
85819,69,Female,Chicago,18,92.46,413,1
85824,67,Male,Chicago,21,60.44,82,0
85830,68,Male,New York,10,50.19,203,0
85834,70,Female,Chicago,23,63.05,496,0
85844,68,Female,Miami,19,71.74,198,1
85850,69,Male,Los Angeles,16,38.45,294,1
85856,67,Female,Chicago,11,67.95,159,1
85861,67,Female,New York,20,82.2,82,0
85879,70,Male,New York,18,61.36,317,1
85890,69,Male,Houston,20,31.34,350,0
85895,66,Female,New York,16,87.72,498,1
85920,67,Male,New York,15,32.55,58,0
85929,66,Female,New York,4,73.3,454,1
85940,66,Female,Miami,11,35.75,306,1
85943,69,Female,Miami,16,40.68,276,0
85954,66,Female,Los Angeles,4,39.57,236,0
85960,68,Male,Houston,18,53.0,75,1
85961,66,Female,Miami,22,84.53,227,1
85976,67,Female,Houston,15,60.46,307,0
85989,68,Female,Chicago,20,54.41,338,0
86000,65,Female,New York,9,58.71,404,0
86008,68,Male,Los Angeles,15,60.26,459,1
86009,69,Female,Houston,20,59.03,87,1
86018,65,Female,Houston,8,87.27,495,1
86023,66,Female,Houston,6,42.68,305,1
86028,66,Male,Chicago,12,34.44,223,1
86031,68,Female,Miami,19,72.91,252,1
86039,67,Male,Miami,2,44.87,253,0
86064,68,Female,Miami,9,37.05,73,1
86094,66,Female,New York,16,74.77,370,0
86122,66,Female,Houston,20,44.39,354,1
86123,70,Male,Los Angeles,22,34.54,89,0
86126,66,Male,Chicago,5,73.53,357,1
86128,66,Male,New York,23,97.59,394,1
86142,69,Female,Chicago,3,92.35,450,1
86171,67,Male,Los Angeles,16,78.94,250,1
86187,69,Female,Los Angeles,21,37.4,449,0
86189,65,Female,Miami,22,98.79,323,1
86198,66,Female,New York,7,61.87,339,1
86200,70,Male,Los Angeles,9,94.37,354,1
86208,66,Female,Houston,5,32.26,65,1
86233,70,Male,New York,1,60.41,300,1
86239,65,Female,Los Angeles,11,44.69,130,0
86264,70,Female,Miami,6,69.34,230,1
86275,68,Female,Los Angeles,5,37.59,354,1
86292,66,Female,Los Angeles,20,63.49,165,1
86295,70,Female,Los Angeles,8,92.17,373,0
86316,69,Female,Chicago,12,42.7,230,0
86319,70,Male,New York,16,31.86,469,0
86337,69,Female,New York,10,94.67,231,0
86344,70,Male,Chicago,11,83.42,451,1
86347,67,Male,Houston,15,74.64,262,1
86350,68,Female,Los Angeles,17,56.1,388,1
86353,66,Male,Chicago,17,61.88,367,1
86357,65,Male,Los Angeles,21,42.21,239,0
86365,67,Female,Los Angeles,21,90.28,460,1
86382,66,Female,Miami,10,63.28,443,1
86386,65,Male,New York,24,40.6,444,1
86394,65,Female,New York,9,53.11,486,0
86395,70,Female,New York,3,80.29,458,0
86404,65,Male,New York,23,60.16,436,0
86410,70,Female,Chicago,17,92.3,457,1
86418,69,Male,Los Angeles,14,86.41,129,0
86437,70,Male,New York,18,39.59,217,0
86440,70,Male,Chicago,13,82.18,237,1
86453,68,Female,Houston,1,47.38,280,0
86455,66,Male,New York,23,49.47,106,1
86470,65,Female,Los Angeles,7,52.01,266,1
86472,67,Male,New York,13,80.12,333,0
86477,65,Female,Houston,14,57.93,324,1
86501,69,Male,Miami,1,31.69,172,0
86513,67,Female,Miami,5,46.7,467,1
86514,69,Female,Chicago,1,75.92,194,0
86554,70,Male,Chicago,15,31.59,233,1
86558,65,Male,Chicago,22,91.52,475,0
86560,65,Male,Miami,19,46.31,328,0
86565,69,Female,Los Angeles,3,30.39,76,1
86576,70,Male,New York,5,94.43,351,0
86597,65,Female,New York,17,76.96,153,1
86612,67,Male,Houston,16,90.76,405,1
86616,68,Female,Los Angeles,5,88.5,442,1
86624,66,Female,Chicago,10,30.19,201,0
86642,70,Male,New York,12,31.78,369,0
86655,70,Male,Los Angeles,12,84.87,382,1
86656,66,Male,New York,9,51.92,310,1
86659,66,Female,Los Angeles,5,81.75,288,0
86669,68,Male,Houston,10,96.07,101,0
86686,65,Female,Los Angeles,6,55.06,286,0
86688,66,Male,New York,15,99.88,63,1
86702,67,Female,Chicago,8,86.16,476,1
86706,67,Male,Los Angeles,16,70.47,78,1
86741,66,Male,Miami,11,76.23,309,1
86751,67,Female,New York,4,99.18,413,1
86754,70,Female,Los Angeles,4,50.6,76,1
86764,70,Female,Miami,14,49.35,425,1
86781,69,Female,Los Angeles,18,40.53,451,1
86795,68,Female,New York,15,66.97,107,1
86796,65,Female,Los Angeles,8,81.03,268,0
86806,70,Female,New York,16,86.68,73,0
86810,68,Male,Houston,15,32.71,383,0
86821,65,Female,Miami,3,42.77,236,1
86841,68,Female,Miami,16,67.07,358,1
86872,67,Female,New York,1,67.55,167,1
86873,68,Female,New York,22,34.49,111,0
86874,68,Female,New York,19,97.57,250,1
86875,66,Female,Los Angeles,16,32.94,458,1
86882,66,Female,Houston,21,81.95,340,0
86884,67,Male,Houston,5,91.15,310,1
86911,67,Female,Los Angeles,6,88.06,229,0
86927,66,Male,Los Angeles,8,57.92,458,0
86928,67,Female,Los Angeles,3,50.24,304,1
86930,69,Male,Los Angeles,19,46.07,376,0
86963,65,Male,Los Angeles,16,48.64,354,0
86966,70,Female,Los Angeles,17,70.34,465,1
86968,70,Male,Houston,20,68.81,329,0
86973,66,Male,Chicago,18,64.12,358,1
86975,65,Female,New York,11,76.72,319,0
86987,65,Male,Houston,17,60.34,84,1
86993,65,Female,Los Angeles,19,93.07,120,0
86996,70,Male,New York,3,85.48,311,0
86997,65,Female,Miami,22,97.9,157,0
87000,69,Female,New York,24,79.66,253,0
87018,69,Male,Chicago,14,35.4,125,1
87032,68,Male,Los Angeles,5,44.71,90,1
87039,68,Male,Chicago,19,69.22,62,0
87044,70,Male,Los Angeles,11,79.12,315,1
87046,66,Male,Miami,16,62.31,60,1
87076,69,Male,New York,16,31.61,182,0
87080,65,Male,Los Angeles,14,55.03,124,1
87083,66,Female,Miami,23,63.28,481,1
87098,69,Male,Los Angeles,14,71.29,370,0
87122,67,Female,Houston,16,91.11,330,1
87126,65,Male,Miami,2,74.43,120,0
87141,70,Male,New York,1,81.4,488,0
87150,66,Male,Miami,20,96.51,215,1
87164,68,Female,Houston,20,91.94,163,0
87183,68,Male,Houston,8,70.41,402,1
87194,67,Male,Miami,2,92.73,380,1
87221,67,Male,Houston,10,60.26,92,0
87231,69,Male,Houston,3,81.53,72,1
87237,66,Female,Los Angeles,21,89.6,80,0
87256,67,Female,Los Angeles,2,71.55,225,0
87261,69,Female,Chicago,19,47.89,399,0
87269,69,Female,Miami,17,33.43,71,1
87278,69,Female,Miami,14,39.43,332,1
87285,66,Female,Miami,18,47.21,159,1
87300,67,Female,New York,23,73.95,320,1
87301,68,Female,Miami,20,41.79,120,1
87330,66,Male,Houston,10,80.99,153,1
87331,66,Male,Houston,13,58.23,206,1
87332,67,Female,Chicago,3,97.03,269,1
87344,65,Male,Miami,10,67.51,414,0
87374,68,Male,New York,20,59.88,218,1
87378,65,Female,New York,19,71.8,168,0
87382,70,Male,New York,16,32.49,155,0
87383,70,Female,Miami,20,49.25,428,0
87400,67,Male,Los Angeles,8,70.59,63,0
87416,67,Female,New York,5,92.54,405,0
87417,70,Female,Miami,24,58.36,217,0
87430,69,Female,New York,4,85.15,216,0
87435,67,Female,Miami,24,88.06,160,0
87445,69,Male,Houston,12,34.12,58,1
87476,67,Female,New York,14,65.32,202,1
87481,70,Male,Miami,20,47.19,299,0
87490,68,Female,Chicago,4,76.83,423,0
87496,68,Female,Chicago,13,46.14,123,0
87501,66,Male,New York,12,75.58,226,0
87520,69,Male,Houston,3,52.23,72,0
87522,65,Male,Los Angeles,22,58.51,438,0
87536,66,Male,Miami,6,53.92,218,0
87560,70,Female,Los Angeles,3,35.54,465,0
87563,69,Female,Chicago,5,34.24,95,0
87564,66,Female,Los Angeles,5,40.03,427,1
87568,66,Female,New York,5,45.66,356,1
87569,67,Female,Chicago,19,68.97,251,1
87582,68,Male,Miami,1,80.28,310,1
87595,69,Male,New York,22,89.94,407,0
87611,66,Male,Chicago,21,69.58,200,0
87616,70,Female,Miami,24,91.64,425,0
87636,68,Male,Miami,15,82.81,398,0
87647,69,Female,New York,24,58.77,279,0
87651,70,Male,Los Angeles,5,69.62,413,1
87653,69,Male,Chicago,19,97.05,65,0
87666,68,Female,New York,14,90.1,254,1
87667,70,Male,Miami,22,39.1,157,0
87672,68,Female,Los Angeles,14,43.06,375,1
87677,67,Female,Chicago,7,76.27,468,1
87688,70,Female,New York,1,96.03,372,0
87690,67,Male,Houston,5,80.08,265,1
87695,69,Female,New York,24,90.98,429,0
87697,66,Female,Houston,16,83.77,331,1
87705,66,Female,New York,14,59.52,58,0
87715,70,Female,Miami,22,58.9,242,0
87719,65,Male,Houston,8,87.06,312,0
87731,70,Male,Los Angeles,8,84.9,203,1
87736,67,Male,Los Angeles,3,69.44,439,1
87738,70,Female,New York,10,42.49,131,0
87747,69,Female,Los Angeles,12,47.46,287,1
87762,66,Female,Houston,17,37.98,198,1
87767,65,Male,Chicago,20,38.43,415,0
87771,67,Male,New York,10,40.87,409,1
87778,66,Female,Miami,11,93.81,320,0
87790,70,Male,Chicago,8,86.31,76,1
87791,69,Female,Miami,14,68.89,477,0
87804,67,Female,Miami,20,43.06,273,1
87805,66,Female,Houston,5,89.89,429,1
87809,69,Female,Houston,1,66.3,187,1
87812,68,Female,Miami,18,50.73,338,0
87833,68,Female,New York,18,53.93,71,1
87838,68,Female,Houston,17,36.79,220,0
87851,66,Male,Miami,8,83.01,282,0
87870,69,Male,Houston,19,62.27,370,1
87902,70,Female,New York,1,96.39,80,0
87909,70,Male,Chicago,5,54.13,430,1
87918,70,Male,Miami,13,41.88,358,1
87930,70,Male,Los Angeles,22,63.28,332,1
87946,68,Male,Los Angeles,10,80.46,381,0
87950,66,Male,Houston,9,83.73,62,0
87965,69,Female,New York,9,91.81,306,1
87970,68,Female,Los Angeles,10,47.79,420,0
87972,67,Male,Miami,9,87.98,294,1
87980,69,Male,Chicago,4,94.81,422,0
87984,68,Female,New York,15,52.47,217,1
87991,66,Female,Miami,17,83.26,85,0
88006,70,Male,New York,11,80.0,234,0
88008,68,Female,Miami,1,76.5,387,1
88023,67,Female,Miami,11,52.78,234,0
88024,67,Female,Miami,5,63.63,331,0
88028,65,Female,Los Angeles,10,69.53,294,1
88046,68,Male,Houston,5,45.89,90,1
88050,67,Male,Los Angeles,22,69.15,301,0
88071,67,Female,New York,21,38.15,173,1
88100,69,Male,Chicago,4,50.62,314,0
88101,69,Female,Houston,4,48.38,189,0
88102,70,Female,Miami,10,45.4,411,1
88105,70,Female,Los Angeles,19,66.88,165,1
88120,65,Male,Miami,23,54.28,110,0
88129,70,Female,Los Angeles,2,99.26,462,1
88135,67,Female,Los Angeles,2,65.28,354,0
88139,68,Female,Los Angeles,7,52.98,173,0
88146,65,Female,New York,16,53.88,209,0
88170,68,Male,New York,1,87.58,415,0
88179,70,Female,New York,19,46.65,68,1
88187,66,Male,Miami,13,41.18,67,1
88188,67,Male,New York,13,98.6,173,1
88191,68,Male,Houston,18,68.0,54,1
88199,67,Female,Houston,4,64.84,157,1
88205,70,Female,Chicago,5,39.12,309,0
88218,70,Male,Miami,22,91.53,474,0
88229,68,Male,New York,3,82.39,296,1
88239,68,Female,Houston,6,79.99,79,1
88253,70,Male,Miami,6,67.76,183,0
88266,68,Female,New York,12,34.87,280,1
88276,65,Female,New York,17,81.71,139,0
88281,65,Female,Houston,8,50.71,356,0
88282,67,Female,New York,15,39.0,298,1
88285,68,Male,Chicago,15,51.08,439,1
88291,69,Female,Miami,14,94.13,469,0
88299,66,Female,Los Angeles,23,37.29,232,0
88301,69,Female,Houston,6,38.72,480,1
88302,70,Male,Chicago,7,90.23,479,1
88325,70,Female,New York,18,42.86,55,0
88328,68,Female,New York,6,47.35,148,1
88334,68,Female,Chicago,21,70.66,198,0
88338,65,Male,Houston,13,34.92,102,1
88339,67,Male,Los Angeles,5,59.82,454,1
88340,67,Female,Houston,20,63.45,135,0
88356,68,Male,New York,14,34.66,195,1
88376,67,Male,Miami,6,76.76,372,1
88382,70,Male,Chicago,18,98.19,275,1
88393,68,Male,Chicago,7,61.01,75,0
88397,69,Female,New York,5,33.63,63,1
88399,69,Male,Los Angeles,21,84.74,58,0
88407,65,Female,Houston,4,99.88,493,1
88409,66,Female,Miami,19,95.3,308,0
88412,70,Female,Houston,11,72.82,97,0
88418,66,Male,New York,23,94.03,206,1
88419,65,Male,Houston,17,61.26,90,1
88429,68,Male,Chicago,17,76.1,349,0
88431,67,Female,New York,6,98.26,218,0
88432,67,Male,Chicago,8,46.31,309,1
88438,69,Female,Chicago,14,60.4,465,1
88456,67,Female,Miami,5,59.11,289,1
88458,70,Female,New York,2,90.26,265,1
88459,66,Male,Los Angeles,16,37.08,391,1
88476,68,Female,Chicago,1,60.44,99,0
88479,65,Male,Los Angeles,23,90.24,305,1
88485,70,Male,Houston,19,82.02,137,1
88492,68,Female,Los Angeles,3,90.23,183,0
88496,67,Female,Chicago,16,62.27,298,1
88505,65,Female,New York,7,83.3,272,1
88511,70,Female,Miami,24,60.7,64,1
88512,66,Female,Los Angeles,6,47.63,379,0
88524,66,Female,Los Angeles,13,80.05,164,1
88535,70,Male,Los Angeles,13,99.93,396,0
88537,67,Female,New York,12,73.64,203,1
88544,66,Female,Los Angeles,23,91.75,374,1
88545,66,Female,Miami,14,90.91,482,1
88549,65,Female,Houston,21,55.81,329,1
88559,69,Male,Houston,3,76.08,76,0
88564,68,Female,Los Angeles,24,93.03,471,0
88579,68,Male,Houston,5,58.5,445,1
88613,70,Male,Los Angeles,8,88.51,388,0
88618,65,Male,Chicago,23,78.61,368,0
88640,67,Female,Chicago,5,97.1,52,1
88649,67,Male,Houston,2,92.59,208,0
88652,67,Male,Houston,17,93.02,97,0
88672,67,Female,Chicago,8,98.8,474,1
88683,67,Female,New York,14,41.6,347,1
88693,68,Female,Miami,18,93.37,138,1
88696,68,Male,Houston,14,43.93,119,0
88697,65,Male,Houston,13,78.71,60,0
88707,65,Female,New York,23,44.86,145,1
88712,69,Male,Chicago,18,75.42,402,1
88733,67,Female,Houston,13,75.22,296,0
88736,65,Male,Miami,6,84.36,51,0
88742,66,Female,Miami,14,96.83,66,0
88748,67,Female,New York,9,64.65,238,1
88751,68,Female,Chicago,5,73.73,148,0
88754,68,Female,Los Angeles,3,68.78,227,1
88757,70,Male,Miami,17,43.93,427,1
88774,67,Female,Chicago,3,73.64,280,0
88778,70,Female,Miami,12,69.41,190,0
88782,70,Female,Chicago,4,91.24,152,0
88784,68,Male,Los Angeles,7,47.83,115,1
88793,67,Female,Miami,17,70.34,452,0
88804,66,Male,New York,10,87.26,190,1
88817,65,Male,Chicago,18,72.35,95,0
88837,67,Male,New York,12,63.6,311,0
88849,66,Female,Los Angeles,3,94.34,486,0
88861,66,Female,Houston,3,73.87,173,1
88884,68,Female,Los Angeles,17,50.21,85,0
88886,66,Female,Los Angeles,18,88.63,183,1
88888,65,Male,New York,1,82.0,301,1
88902,68,Male,Los Angeles,3,97.94,305,1
88907,66,Male,New York,6,30.95,447,0
88915,65,Male,Houston,3,72.21,122,1
88923,66,Male,Los Angeles,6,75.56,268,0
88935,67,Male,New York,23,73.09,279,1
88940,65,Female,Miami,13,99.95,378,1
88952,65,Male,New York,24,70.64,224,1
88979,66,Male,New York,20,52.06,397,0
88984,66,Male,Los Angeles,21,84.23,276,0
88990,66,Female,Chicago,20,30.85,372,1
89033,65,Male,Houston,10,71.85,344,0
89044,66,Female,New York,24,39.56,494,0
89051,68,Female,Houston,16,46.76,399,1
89054,69,Male,Houston,6,97.76,316,0
89055,67,Female,Chicago,6,79.02,291,0
89067,65,Female,Miami,5,38.62,467,0
89075,69,Male,Houston,5,74.42,140,1
89083,66,Male,Houston,21,50.42,494,0
89087,67,Female,Houston,11,94.72,62,1
89096,70,Female,Chicago,9,37.88,352,0
89114,69,Female,Miami,6,67.56,123,0
89115,69,Male,Miami,2,71.21,441,1
89148,67,Female,Chicago,15,31.21,364,1
89154,69,Female,New York,3,43.66,217,0
